How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,,,,,,,,,,,,,
This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!,,,,,,,,,,,
K.i did't see you.:)k:)where are you now?,,,,,,,,,,,,,
There is a first time for everything :),,,,,,,,,,,,,
Dear got train and seat mine lower seat,,,,,,,,,,,,,
I hav almost reached. Call, i m unable to connect u.,,,,,,,,,,,,
Nah im goin 2 the wrks with j wot bout u?,,,,,,,,,,,,,
7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st Ur Lovely Friendship... good morning dear,,,,,,,,,,,,,
Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text,,,,,,,,,,
Sorry, I'll call later,,,,,,,,,,,,
Dont know you bring some food,,,,,,,,,,,,,
Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,,,,,,,,,,,,,
Just arrived, see you in a couple days &lt,3,,,,,,,,,,,
Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D,,,,,,,,,,,,
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,,,,,,,,,,,,,
Eh den sat u book e kb liao huh...,,,,,,,,,,,,,
I wish u were here. I feel so alone,,,,,,,,,,,,,
alright, I'll make sure the car is back tonight,,,,,,,,,,,,
Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ,,,,,,,,,,
Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate,,,,,,,,,,,
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,,,,,,,,,,,,,
Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,,,,,,,,,,,,,
Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?,,,,,,,,,,,,,
Why did I wake up on my own &gt,:(,,,,,,,,,,,,
I've got it down to a tea. not sure which flavour,,,,,,,,,,,,,
Wat r u doing?,,,,,,,,,,,,,
URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm,,,,,,,,,,,
Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar,,,,,,,,,,,,
Lol boo I was hoping for a laugh,,,,,,,,,,,,,
Wat time ü finish?,,,,,,,,,,,,,
Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt,#&gt, . Dont miss a delicious treat.,,,,,,,,,,
Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!,,,,,,,,,,,,
Carlos says we can pick up from him later so yeah we're set,,,,,,,,,,,,,
Haha I heard that, text me when you're around,,,,,,,,,,,,
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,,,,,,,,,,,,,
HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,,,,,,,,,,,,,
ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX,,,,,,,,,,,,,
For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.,,,,,,,,,,,,
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,,,,,,,,,,,,,
Can ü call me at 10:10 to make sure dat i've woken up...,,,,,,,,,,,,,
This is my number by vivek..,,,,,,,,,,,,,
My friends use to call the same.,,,,,,,,,,,,,
I will see in half an hour,,,,,,,,,,,,,
Me, i dont know again oh,,,,,,,,,,,,
Oh god..taken the teeth?is it paining,,,,,,,,,,,,,
Ic. There are a lotta childporn cars then.,,,,,,,,,,,,,
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,,,,,,,,,,,,,
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max ,,,,,,,,,,,,,
Actually nvm, got hella cash, we still on for  &lt,#&gt, ish?,,,,,,,,,
Remember to ask alex about his pizza,,,,,,,,,,,,,
I'm not sure, I was just checking out what was happening around the area,,,,,,,,,,,,
will you like to be spoiled? :),,,,,,,,,,,,,
Ok i msg u b4 i leave my house.,,,,,,,,,,,,,
Is xy in ur car when u picking me up?,,,,,,,,,,,,,
I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,,,,,,,,,,,,,
I hope you know I'm still mad at you.,,,,,,,,,,,,,
I think it's all still in my car,,,,,,,,,,,,,
I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,,,,,,,,,,,,,
fyi I'm at usf now, swing by the room whenever,,,,,,,,,,,,
Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May,,,,,,,,,,,,
Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.,,,,,,,,,,,
Ok... Sweet dreams...,,,,,,,,,,,,,
Yup song bro. No creative. Neva test quality. He said check review online.,,,,,,,,,,,,,
Today my system sh get ready.all is well and i am also in the deep well,,,,,,,,,,,,,
That's what I love to hear :V see you sundayish, then,,,,,,,,,,,,
No worries, hope photo shoot went well. have a spiffing fun at workage. ,,,,,,,,,,,,
It‘s £6 to get in, is that ok?,,,,,,,,,,,,
Yup ü not comin :-(,,,,,,,,,,,,,
FreeMsg>FAV XMAS TONES!Reply REAL,,,,,,,,,,,,,
Okey dokey, i‘ll be over in a bit just sorting some stuff out.,,,,,,,,,,,,
I am not having her number sir,,,,,,,,,,,,,
Happy new year. Hope you are having a good semester,,,,,,,,,,,,,
Dont talk to him ever ok its my word.,,,,,,,,,,,,,
You best watch what you say cause I get drunk as a motherfucker,,,,,,,,,,,,,
Ding me on ya break fassyole! Blacko from londn,,,,,,,,,,,,,
Yeah we wouldn't leave for an hour at least, how's 4 sound?,,,,,,,,,,,,
Yes princess! I want to catch you with my big strong hands...,,,,,,,,,,,,,
I wont touch you with out your permission.,,,,,,,,,,,,,
Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt,:(,,,,,,,,,,,,
URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18,,,,,,,,,,,,
If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt,#&gt, .,,,,,,,,,,,
I'm not sure if its still available though,,,,,,,,,,,,,
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,,,,,,,,,,,,,
Love you aathi..love u lot..,,,,,,,,,,,,,
I'm freezing and craving ice. Fml,,,,,,,,,,,,,
FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,,,,,,,,,,,,,
I had askd u a question some hours before. Its answer,,,,,,,,,,,,,
HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call,,,,,,,,,,,,
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,,,,,,,,,,,,,
I'm home. Ard wat time will u reach?,,,,,,,,,,,,,
Congrats kano..whr s the treat maga?,,,,,,,,,,,,,
Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-),,,,,,,,,,,,
Sorry, I'll call later  &lt,#&gt, mins,,,,,,,,,,
I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop,,,,,,,,,,,,
Aight will do, thanks again for comin out,,,,,,,,,,,,
That's significant but dont worry.,,,,,,,,,,,,,
LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.,,,,,,,,,,,,
Draw va?i dont think so:),,,,,,,,,,,,,
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,,,,,,,,,,,,,
Tell dear what happen to you. Why you talking to me like an alian,,,,,,,,,,,,,
Aight ill get on fb in a couple minutes,,,,,,,,,,,,,
Noooooooo please. Last thing I need is stress. For once in your life be fair.,,,,,,,,,,,,,
Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt,#&gt,  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola,,,,,,,,,,
Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,,,,,,,,,,,,,
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,,,,,,,,,,,,,
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,,,,,,,,,,,,,
Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx,,,,,,,,,,,
We got a divorce. Lol. She.s here,,,,,,,,,,,,,
naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt,,,,,,,,,,
Pity, * was in mood for that. So...any other suggestions?,,,,,,,,,,,,
What's nannys address?,,,,,,,,,,,,,
Goodmorning, today i am late for 2hrs. Because of back pain.,,,,,,,,,,,,
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,,,,,,,,,,,,,
I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.,,,,,,,,,,,,
Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-),,,,,,,,,,,
Where can download clear movies. Dvd copies.,,,,,,,,,,,,,
&lt,#&gt,  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp, HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt,#&gt,  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj
When I was born, GOD said, Oh No! Another IDIOT. When you were born, GOD said, OH No! COMPETITION. Who knew, one day these two will become FREINDS FOREVER!,,,,,,,,
I know where the  &lt,#&gt,  is, I'll be there around 5,,,,,,,,,,
see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.,,,,,,,,,
Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,,,,,,,,,,,,,
Haha, just what I was thinkin,,,,,,,,,,,,
I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,,,,,,,,,,,,,
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,,,,,,,,,,,,,
Tomarrow i want to got to court. At  &lt,DECIMAL&gt, . So you come to bus stand at 9.,,,,,,,,,,,
S:-)kallis wont play in first two odi:-),,,,,,,,,,,,,
Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.,,,,,,,,,,,
You know there is. I shall speak to you in  &lt,#&gt,  minutes then,,,,,,,,,,,
did u get that message,,,,,,,,,,,,,
FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop),,,,,,,,,,
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,,,,,,,,,,,,,
83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,,,,,,,,,,,,,
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,,,,,,,,,,,,,
How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X,,,,,,,,,,,,,
Haha figures, well I found the piece and priscilla's bowl,,,,,,,,,,,,
That's y i said it's bad dat all e gals know u... Wat u doing now?,,,,,,,,,,,,,
I was about to do it when i texted. I finished a long time ago and showered and er'ything!,,,,,,,,,,,,,
CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X,,,,,,,,,,,,,
Please CALL 08712402578 immediately as there is an urgent message waiting for you,,,,,,,,,,,,,
Can do lor...,,,,,,,,,,,,,
I could ask carlos if we could get more if anybody else can chip in,,,,,,,,,,,,,
Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ,abel,u hav2hear it!c u sn xxxx,,,,,,,,,,,
Single line with a big meaning::::: Miss anything 4 ur Best Life but, don't miss ur best life for anything... Gud nyt...,,,,,,,,,,,,
Ok... Let u noe when i leave my house.,,,,,,,,,,,,,
Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.,,,,,,,,,,,,
Armand says get your ass over to epsilon,,,,,,,,,,,,,
Call me, i am senthil from hsbc.,,,,,,,,,,,,
Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt,#&gt,  movie DOESNT inlude the previews. You're still getting in after 1.,,,,,,,,,
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,,,,,,,,,,,,,
Do u knw dis no. &lt,#&gt, ?,,,,,,,,,,,
Aight I'll grab something to eat too, text me when you're back at mu,,,,,,,,,,,,
Great. I'm in church now, will holla when i get out,,,,,,,,,,,,
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,,,,,,,,,,,,,
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp, wish U Merry Xmas...,,,,,,,,,,,,
,-( oh well, c u later,,,,,,,,,,,
I got your back! Do you have any dislikes in bed?,,,,,,,,,,,,,
Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...,,,,,,
The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.
If i said anything wrong sorry de:-),,,,,,,,,,,,,
Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.,,,,,,,,,,,,
Me too baby! I promise to treat you well! I bet you will take good care of me...,,,,,,,,,,,,,
I'm not coming home 4 dinner.,,,,,,,,,,,,,
As if i wasn't having enough trouble sleeping.,,,,,,,,,,,,,
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,,,,,,,,,,,,,
Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.,,,,,,,,,,
Ok lor wat time ü finish?,,,,,,,,,,,,,
u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020,,,,,,,,,,,
Sorry, I'll call later,,,,,,,,,,,,
I am on the way to ur home,,,,,,,,,,,,,
I meant as an apology from me for texting you to get me drugs at  &lt,#&gt, at night,,,,,,,,,,,
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,,,,,,,,,,,,,
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,,,,,,,,,,,,,
Its ok my arm is feeling weak cuz i got a shot so we can go another time,,,,,,,,,,,,,
Are you angry with me. What happen dear,,,,,,,,,,,,,
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,,,,,,,,,,,,,
Oh great. I.ll disturb him more so that we can talk.,,,,,,,,,,,,,
I keep ten rs in my shelf:) buy two egg.,,,,,,,,,,,,,
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,,,,,,,,,,,,,
You also didnt get na hi hi hi hi hi,,,,,,,,,,,,,
Yeah but which is worse for i,,,,,,,,,,,,,
Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,,,,,,,,,,,,,
I dont know why she.s not getting your messages,,,,,,,,,,,,,
I'm not. She lip synced with shangela.,,,,,,,,,,,,,
How much did ur hdd casing cost.,,,,,,,,,,,,,
But you were together so you should be thinkin about him,,,,,,,,,,,,,
You should get more chicken broth if you want ramen unless there's some I don't know about,,,,,,,,,,,,,
As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589,,,,,,,,,,,
Ü no home work to do meh... ,,,,,,,,,,,,,
If india win or level series means this is record:),,,,,,,,,,,,,
Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,,,,,,,,,,,,,
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,,,,,,,,,,,,,
Yo guess what I just dropped,,,,,,,,,,,,,
Yar but they say got some error.,,,,,,,,,,,,,
Oh yeah I forgot. U can only take 2 out shopping at once.,,,,,,,,,,,,,
 what number do u live at? Is it 11?,,,,,,,,,,,,,
Did u download the fring app?,,,,,,,,,,,,,
Thx. All will be well in a few months,,,,,,,,,,,,,
I've reached already.,,,,,,,,,,,,,
Yeah, probably earlier than that,,,,,,,,,,,,
Yo come over carlos will be here soon,,,,,,,,,,,,,
You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,,,,,,,,,,,,,
I've been trying to reach him without success,,,,,,,,,,,,,
You've always been the brainy one.,,,,,,,,,,,,,
Dude how do you like the buff wind.,,,,,,,,,,,,,
Speak only when you feel your words are better than the silence... Gud mrng:-),,,,,,,,,,,,,
Yo we are watching a movie on netflix,,,,,,,,,,,,,
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,,,,,,,,,,,,,
Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !,,,,,,,,,,,
I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,,,,,,,,,,,,,
You in your room? I need a few,,,,,,,,,,,,,
The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,,,,,,,,,,,,,
I didn't get the second half of that message,,,,,,,,,,,,,
U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,,,,,,,,,,,,,
Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply,,,,,,,,,,,,
Aiya we discuss later lar... Pick ü up at 4 is it?,,,,,,,,,,,,,
If you r @ home then come down within 5 min,,,,,,,,,,,,,
Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,,,,,,,,,,,,,
Full heat pa:-) i have applyed oil pa.,,,,,,,,,,,,,
Its sarcasm.. .nt scarcasim,,,,,,,,,,,,,
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,,,,,,,,,,,,,
Yup ok...,,,,,,,,,,,,,
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,,,,,,,,,,,,,
Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?,,,,,,,,,,,,
Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,,,,,,,,,,,,,
Lmao!nice 1,,,,,,,,,,,,,
they released another Italian one today and it has a cosign option,,,,,,,,,,,,,
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,,,,,,,,,,,,,
Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.,,,,,,,,,,,,,
I'll text carlos and let you know, hang on,,,,,,,,,,,,
PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,,,,,,,,,,,,,
Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!,,,,,,,,,,,,
After the drug she will be able to eat.,,,,,,,,,,,,,
Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,,,,,,,,,,,,,
Thanx a lot 4 ur help!,,,,,,,,,,,,,
Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,,,,,,,,,,,,,
Awesome, lemme know whenever you're around,,,,,,,,,,,,
S...i will take mokka players only:),,,,,,,,,,,,,
He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary,,,,,,,,,,,,
No break time one... How... I come out n get my stuff fr ü?,,,,,,,,,,,,,
HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,,,,,,,,,,,,,
Ok i vl..do u know i got adsense approved..,,,,,,,,,,,,,
U GOIN OUT 2NITE?,,,,,,,,,,,,,
Ü takin linear algebra today?,,,,,,,,,,,,,
Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.,,,,,,,,,,,
Havent still waitin as usual... Ü come back sch oredi?,,,,,,,,,,,,,
Good Morning my Dear........... Have a great &amp, successful day.,,,,,,,,,,,,
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,,,,,,,,,,,,,
Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can,,,,,,,,,,,
Its ok., i just askd did u knw tht no?,,,,,,,,,,,,
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,,,,,,,,,,,,,
No message..no responce..what happend?,,,,,,,,,,,,,
Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,,,,,,,,,,,,,
Went fast asleep dear.take care.,,,,,,,,,,,,,
Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,,,,,,,,,,,,,
Hey now am free you can call me.,,,,,,,,,,,,,
Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,,,,,,,,,,,,,
K. I will sent it again,,,,,,,,,,,,,
University of southern california.,,,,,,,,,,,,,
I have lost 10 kilos as of today!,,,,,,,,,,,,,
Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt,#&gt,  or any bb,,,,,,,,,,
That was random saw my old roomate on campus. He graduated,,,,,,,,,,,,,
I don't know but I'm raping dudes at poker,,,,,,,,,,,,,
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,,,,,,,,,,,,,
7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st Ur Lovely Friendship... good morning dear,,,,,,,,,,,,,
Lol that's different. I don't go trying to find every real life photo you ever took.,,,,,,,,,,,,,
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp, sweet dreams,,,,,,,,,,,,
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,,,,,,,,,,,,,
Am in film ill call you later.,,,,,,,,,,,,,
Still chance there. If you search hard you will get it..let have a try :),,,,,,,,,,,,,
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,,,,,,,,,,,,,
No..but heard abt tat..,,,,,,,,,,,,,
Storming msg: Wen u lift d phne, u say HELLO Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? Margaret Hello She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@,,,,,,,,,,,
Yup. Thk of u oso boring wat.,,,,,,,,,,,,,
I can. But it will tell quite long, cos i haven't finish my film yet...,,,,,,,,,,,,
I said its okay. Sorry,,,,,,,,,,,,,
Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola,,,,,,,,,,,,
Do you want bold 2 or bb torch,,,,,,,,,,,,,
He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,,,,,,,,,,,,,
Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.,,,,,,,,,,,,
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,,,,,,,,,,,,,
Cool, I'll text you in a few,,,,,,,,,,,,
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,,,,,,,,,,,,,
Same, I'm at my great aunts anniversary party in tarpon springs,,,,,,,,,,,,
Dude u knw also telugu..thts gud..k, gud nyt..,,,,,,,,,,,,
Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...,,,,,,,,,,,,
Sent me de webadres for geting salary slip,,,,,,,,,,,,,
